Group,Analytical_Thinking,Neutral_Score,Manipulative_Score,Age,Gender,Education,Political_Affiliation,Minority_Status,Bullshit_Receptivity,Conspiracy_Belief,Discernment_Score
Treatment,3.3209749508716984,4.79511932350387,-0.9511327625083652,23,Male,Doctorate,Democrat,No,4.400825398809051,4.841823488353116,8.23698329916601
Treatment,4.729601278333217,3.9425126547843834,0.403727417009059,59,Male,Bachelor's,Other,No,4.9606822465429605,5.153251048002003,7.085986196525237
Control,5.363606380772539,6.696236884877248,0.8702683398703916,37,Male,High School,Republican,Yes,5.302527586163018,2.798837401516777,8.507771735393126
Treatment,3.1960101655841324,6.704964058593519,2.7490679244001717,20,Male,Bachelor's,Republican,No,3.5329537524037034,5.922381581856126,6.352903758381446
Treatment,5.648616130457966,3.841655944477254,1.0603693328765875,24,Female,Master's,Independent,No,3.5339877728114684,4.970687651590406,7.017748709444141
Control,6.100977222407543,7.209808135566915,2.8594120324105567,63,Female,Master's,Republican,Yes,5.910933832948999,5.101828306532101,7.40088471436013
Treatment,4.559058653309889,3.7300094271856232,1.0266489044850928,59,Female,Bachelor's,Democrat,No,3.273151716380454,5.341745514337558,6.1226545126829475
Treatment,2.231299454636912,6.442467575502704,3.905709654336828,56,Female,Bachelor's,Democrat,No,5.629671636929116,1.6806510070919911,4.21023251214356
Control,4.757968092837563,6.809578198295902,0.7160287300128312,63,Female,Doctorate,Republican,No,2.4980231868925244,6.6322202167769895,8.472533514701851
Treatment,6.1723336910296975,4.57381826080254,-0.0978283711390382,24,Female,High School,Democrat,No,3.4530487670408543,5.819521748425994,9.30089690021385
Treatment,3.12136582281139,4.920390125925238,5.205869056341314,55,Female,High School,Other,No,4.5982822325697,8.949435696266713,2.0555454366924666
Control,4.67388835988124,5.299870537766637,6.029233279029462,68,Male,Bachelor's,Republican,Yes,5.606037735903041,5.872183158776636,1.6075814386777947
Treatment,5.100251672707254,7.00659838809716,0.3799228104651122,52,Female,High School,Democrat,Yes,3.556654528958021,1.1342063737594437,10.451864332162488
Control,3.132557065170306,4.539151215358423,3.152102980475379,63,Female,Master's,Democrat,No,5.558534752708686,2.8959575452855555,2.953326767468197
Control,2.8645496380612703,7.920142722506309,3.527734484070176,19,Female,High School,Democrat,Yes,0.7642615412606006,4.90249364166091,5.824683057466768
Control,1.910335385223676,2.7718153705899184,6.3874912964889035,41,Female,Bachelor's,Republican,No,6.73404514414152,5.387540510428343,-2.660508233287147
Control,6.043393036694561,4.742070244021809,6.362159552940691,70,Female,Bachelor's,Independent,No,5.664318093767039,4.922350179791888,1.401607209428399
Control,3.7698438364676066,4.040158810297996,0.8748410773526003,43,Female,High School,Independent,Yes,3.6870015093924455,3.10307224111703,5.050239651179199
Treatment,4.271407380698201,4.5696637839203635,4.917337203813718,62,Male,Bachelor's,Democrat,No,2.7547321208262456,4.2588054318844435,2.8558821156302967
Treatment,5.570753584028902,2.2792113092977164,1.63929646677123,60,Male,Doctorate,Democrat,No,6.0653825912621055,5.21676606875673,4.8179800305481635
Control,5.267878294414868,5.255588011802878,-0.7565825307502978,67,Female,Bachelor's,Independent,Yes,6.045089373116532,6.405147937306114,8.64610968976061
Treatment,6.92238162187258,5.804095494615645,5.01373730484595,63,Female,Bachelor's,Democrat,Yes,3.2320565435614235,8.237986869579466,5.982144406174129
Control,6.432393617741306,8.39115626943245,0.6504251775647787,67,Female,Doctorate,Republican,No,2.462037422780254,4.66101503210139,10.956927900738325
Control,3.7492963485781443,6.801740662489162,0.34660676756300246,23,Male,Bachelor's,Republican,No,3.651432942159977,5.61026336077298,8.329782069215232
